tiempo,muestra_id,etiqueta,MQ2,MQ4,MQ135,MQ3,MQ7,MQ9,temp,humedad
37,gasolina_90_005,gasolina_90,384.63,276.26,427.95,610.05,137.89,333.22,22.25,59.46
38,gasolina_90_005,gasolina_90,386.3,282.76,433.03,614.06,135.88,333.75,22.07,59.76
39,gasolina_90_005,gasolina_90,384.37,280.84,437.54,613.25,140.2,332.4,22.13,60.23
40,gasolina_90_005,gasolina_90,383.21,280.16,446.67,616.76,137.48,338.97,22.16,59.87
41,gasolina_90_005,gasolina_90,388.47,287.82,450.44,625.62,139.8,336.79,21.83,60.26
42,gasolina_90_005,gasolina_90,393.27,289.03,449.17,620.97,143.33,337.74,21.92,60.13
43,gasolina_90_005,gasolina_90,399.64,295.34,450.91,627.54,142.36,344.82,21.94,60.9
44,gasolina_90_005,gasolina_90,395.87,288.62,452.83,631.8,143.82,341.64,21.89,59.45
45,gasolina_90_005,gasolina_90,397.93,290.5,453.84,637.84,141.8,346.74,21.78,59.81
46,gasolina_90_005,gasolina_90,400.04,291.69,453.11,634.74,137.74,344.83,22.18,60.29
47,gasolina_90_005,gasolina_90,400.71,290.2,455.45,634.97,144.84,348.25,22.1,59.74
48,gasolina_90_005,gasolina_90,393.92,294.19,455.33,636.24,145.24,346.83,22.21,60.31
49,gasolina_90_005,gasolina_90,403.53,287.6,461.65,641.36,142.45,349.39,21.64,60.2
50,gasolina_90_005,gasolina_90,399.42,288.39,454.62,645.55,142.03,354.45,21.89,59.15
51,gasolina_90_005,gasolina_90,400.11,296.85,459.81,642.1,144.75,352.19,22.22,60.72
52,gasolina_90_005,gasolina_90,403.28,289.82,460.07,645.96,141.7,348.6,22.07,59.98
53,gasolina_90_005,gasolina_90,405.3,292.13,461.57,643.75,147.56,355.31,21.63,59.54
54,gasolina_90_005,gasolina_90,401.5,293.03,462.91,643.43,142.4,349.87,22.04,60.03
55,gasolina_90_005,gasolina_90,404.56,296.04,462.36,648.13,150.45,357.54,21.74,60.41
56,gasolina_90_005,gasolina_90,409.85,292.57,467.24,654.66,142.31,351.37,22.2,60.14
57,gasolina_90_005,gasolina_90,409.71,297.5,466.69,647.1,149.05,358.19,21.95,59.98
58,gasolina_90_005,gasolina_90,404.07,298.46,467.92,651.85,149.5,354.2,22.11,59.49
59,gasolina_90_005,gasolina_90,409.15,296.8,467.53,651.83,145.93,358.17,21.91,59.2
0,gasolina_90_006,gasolina_90,0.0,0.0,0.0,0.0,0.0,0.0,22.14,60.74
1,gasolina_90_006,gasolina_90,31.34,23.64,30.41,42.25,11.37,21.33,22.1,59.38
2,gasolina_90_006,gasolina_90,66.64,47.02,53.67,79.14,23.61,36.33,22.21,61.18
3,gasolina_90_006,gasolina_90,90.63,60.27,82.18,116.93,30.62,58.04,21.73,60.35
4,gasolina_90_006,gasolina_90,118.26,88.34,110.91,145.89,38.79,71.89,21.92,59.98
5,gasolina_90_006,gasolina_90,145.49,94.98,127.04,177.4,47.49,88.27,21.75,60.41
6,gasolina_90_006,gasolina_90,168.28,116.32,150.17,209.74,58.67,100.53,21.93,59.69
7,gasolina_90_006,gasolina_90,188.04,130.04,176.03,239.83,60.37,106.46,22.1,60.27
8,gasolina_90_006,gasolina_90,213.69,146.13,184.93,262.68,71.67,115.74,21.95,59.57
9,gasolina_90_006,gasolina_90,231.98,169.29,203.37,284.71,80.71,135.05,22.08,60.3
10,gasolina_90_006,gasolina_90,255.78,169.52,219.56,305.28,85.73,141.33,21.92,59.85
11,gasolina_90_006,gasolina_90,269.52,187.44,229.25,329.19,87.65,150.11,21.96,59.85
12,gasolina_90_006,gasolina_90,289.77,196.99,242.74,346.94,98.2,169.33,21.68,59.06
13,gasolina_90_006,gasolina_90,302.96,207.16,257.26,368.58,92.23,171.65,22.07,60.46
14,gasolina_90_006,gasolina_90,308.22,215.88,269.24,384.91,102.14,178.44,21.8,60.33
15,gasolina_90_006,gasolina_90,326.84,223.93,283.5,395.85,108.3,187.03,22.52,59.44
16,gasolina_90_006,gasolina_90,340.83,236.06,294.86,420.5,114.42,195.37,21.99,60.61
17,gasolina_90_006,gasolina_90,351.11,239.08,300.01,428.66,114.74,200.59,22.25,59.77
18,gasolina_90_006,gasolina_90,358.35,248.51,315.83,435.68,118.9,207.56,22.24,59.75
19,gasolina_90_006,gasolina_90,362.81,257.09,320.08,451.15,122.21,212.12,21.88,58.9
20,gasolina_90_006,gasolina_90,380.45,265.52,332.09,462.81,126.61,218.04,22.12,60.33
21,gasolina_90_006,gasolina_90,384.28,267.98,339.13,481.35,132.27,225.46,22.02,60.71
22,gasolina_90_006,gasolina_90,395.87,270.8,349.1,489.15,131.57,226.36,22.06,60.23
23,gasolina_90_006,gasolina_90,402.87,279.61,356.66,499.69,136.05,235.03,21.79,60.2
24,gasolina_90_006,gasolina_90,414.84,282.96,355.25,503.33,134.61,233.97,21.93,59.3
25,gasolina_90_006,gasolina_90,416.14,290.95,360.91,518.09,141.66,243.28,21.87,60.43
26,gasolina_90_006,gasolina_90,419.07,295.24,369.61,522.9,138.71,241.11,22.12,59.53
27,gasolina_90_006,gasolina_90,429.58,292.52,376.75,524.76,145.86,249.04,21.86,60.29
28,gasolina_90_006,gasolina_90,434.44,298.8,375.96,529.32,147.09,245.63,22.02,59.87
29,gasolina_90_006,gasolina_90,440.81,303.05,382.47,543.71,148.77,254.22,22.09,59.23
30,gasolina_90_006,gasolina_90,445.83,309.11,384.59,546.69,149.26,255.63,22.07,60.72
31,gasolina_90_006,gasolina_90,451.28,306.44,393.42,556.94,152.05,261.9,22.4,60.51
32,gasolina_90_006,gasolina_90,452.97,316.41,395.65,558.19,151.24,265.73,21.84,60.77
33,gasolina_90_006,gasolina_90,457.64,311.79,399.74,556.66,155.49,265.96,21.88,60.06
34,gasolina_90_006,gasolina_90,465.67,317.01,398.66,571.93,160.74,265.43,22.2,60.67
35,gasolina_90_006,gasolina_90,461.01,319.45,408.53,576.77,157.69,264.76,22.4,59.73
36,gasolina_90_006,gasolina_90,465.44,324.15,412.3,578.23,158.33,270.64,22.01,60.28
37,gasolina_90_006,gasolina_90,461.86,324.32,410.99,575.92,159.25,270.37,22.35,60.79
38,gasolina_90_006,gasolina_90,470.86,326.7,412.49,581.49,159.63,270.33,21.77,60.31
39,gasolina_90_006,gasolina_90,476.77,326.56,417.7,584.19,160.69,276.58,21.99,60.23
40,gasolina_90_006,gasolina_90,475.79,330.08,416.54,586.88,160.22,270.89,21.9,59.86
41,gasolina_90_006,gasolina_90,478.87,331.54,418.98,593.39,164.15,274.92,21.76,59.48
42,gasolina_90_006,gasolina_90,480.33,332.7,418.74,590.72,160.88,278.65,22.12,59.72
43,gasolina_90_006,gasolina_90,482.56,332.37,422.71,594.54,164.65,273.91,21.93,60.15
44,gasolina_90_006,gasolina_90,486.24,344.53,425.5,596.4,163.28,275.03,21.98,59.58
45,gasolina_90_006,gasolina_90,490.19,336.02,425.64,599.68,169.37,280.41,22.37,60.41
46,gasolina_90_006,gasolina_90,490.54,339.92,428.61,597.84,163.87,284.86,21.99,59.3
47,gasolina_90_006,gasolina_90,490.48,344.99,432.52,605.33,168.08,282.11,21.66,59.54
48,gasolina_90_006,gasolina_90,496.76,340.06,429.31,606.4,171.43,288.92,22.44,59.92
49,gasolina_90_006,gasolina_90,494.31,337.26,435.64,605.46,166.82,281.53,21.88,59.58
50,gasolina_90_006,gasolina_90,492.86,341.07,430.67,613.02,163.28,286.21,22.24,59.74
51,gasolina_90_006,gasolina_90,493.71,342.81,436.89,612.56,165.4,287.68,21.78,60.34
52,gasolina_90_006,gasolina_90,498.19,343.35,431.8,610.68,168.97,290.55,21.87,60.23
53,gasolina_90_006,gasolina_90,491.74,343.23,435.12,611.89,164.9,285.46,22.06,59.91
54,gasolina_90_006,gasolina_90,492.25,339.29,434.24,617.18,159.79,286.52,21.89,60.69
55,gasolina_90_006,gasolina_90,498.72,347.43,437.27,610.53,170.65,289.19,22.1,61.96
56,gasolina_90_006,gasolina_90,494.47,352.04,436.73,618.83,168.49,287.76,21.89,60.16
57,gasolina_90_006,gasolina_90,496.96,349.67,437.03,615.55,167.54,293.26,21.89,60.18
58,gasolina_90_006,gasolina_90,500.06,350.2,440.98,625.4,168.62,291.92,22.02,60.65
59,gasolina_90_006,gasolina_90,500.79,350.64,438.95,620.52,169.65,291.07,21.98,60.11
0,gasolina_90_007,gasolina_90,0.0,0.0,0.0,0.0,2.99,0.0,22.13,59.9
1,gasolina_90_007,gasolina_90,33.66,18.82,34.74,28.31,10.22,15.24,22.24,60.39
2,gasolina_90_007,gasolina_90,64.66,47.66,63.91,77.41,23.67,38.26,22.23,59.45
3,gasolina_90_007,gasolina_90,89.4,60.75,95.35,101.63,33.98,55.81,22.07,59.71
4,gasolina_90_007,gasolina_90,113.17,81.62,119.44,135.12,35.03,79.03,22.18,60.05
5,gasolina_90_007,gasolina_90,147.46,95.32,153.22,164.48,48.19,92.31,22.15,60.14
6,gasolina_90_007,gasolina_90,162.12,110.93,175.93,190.88,51.73,110.15,22.3,60.3
7,gasolina_90_007,gasolina_90,189.21,128.1,196.56,215.82,63.12,112.68,22.07,59.92
8,gasolina_90_007,gasolina_90,203.77,140.12,219.81,244.64,70.78,125.03,22.1,59.23
9,gasolina_90_007,gasolina_90,231.92,154.35,241.0,264.82,71.57,136.65,21.88,60.52
10,gasolina_90_007,gasolina_90,242.05,159.49,258.85,282.97,84.95,150.5,21.92,60.58
11,gasolina_90_007,gasolina_90,257.78,178.25,278.49,301.8,85.36,162.33,21.5,59.67
12,gasolina_90_007,gasolina_90,280.45,187.16,294.66,319.7,91.04,172.41,21.81,59.9
13,gasolina_90_007,gasolina_90,295.6,200.58,308.22,335.79,99.06,174.8,22.23,59.83
14,gasolina_90_007,gasolina_90,308.79,213.06,320.36,348.66,100.58,187.06,22.35,59.57
15,gasolina_90_007,gasolina_90,318.7,218.84,334.43,364.26,106.64,196.33,21.98,59.74
16,gasolina_90_007,gasolina_90,327.85,227.38,355.99,379.22,110.33,206.81,21.75,60.85
17,gasolina_90_007,gasolina_90,344.25,238.97,360.39,397.45,115.69,213.32,22.05,59.88
18,gasolina_90_007,gasolina_90,357.76,241.67,367.8,400.65,116.28,219.07,21.99,60.61
19,gasolina_90_007,gasolina_90,358.15,248.38,378.63,417.51,119.8,225.46,21.83,60.64
20,gasolina_90_007,gasolina_90,376.34,255.98,393.41,427.48,121.0,232.44,22.33,60.54
21,gasolina_90_007,gasolina_90,379.65,261.18,399.02,437.29,127.32,229.58,21.77,59.86
22,gasolina_90_007,gasolina_90,388.99,261.96,412.57,445.52,128.04,237.88,22.21,60.83
23,gasolina_90_007,gasolina_90,395.98,268.89,420.83,452.29,130.69,247.01,21.62,60.66
24,gasolina_90_007,gasolina_90,404.71,274.29,426.53,461.3,128.25,253.62,22.01,60.22
25,gasolina_90_007,gasolina_90,413.94,276.96,435.18,468.14,138.16,246.82,21.98,59.7
26,gasolina_90_007,gasolina_90,418.56,285.64,438.15,473.84,137.32,254.32,22.17,59.82
27,gasolina_90_007,gasolina_90,414.32,287.04,443.25,477.68,135.85,260.89,22.27,60.16
28,gasolina_90_007,gasolina_90,426.62,293.21,450.69,486.65,137.88,258.64,21.92,60.08
29,gasolina_90_007,gasolina_90,433.2,294.04,454.57,496.32,139.06,269.33,21.8,59.62
30,gasolina_90_007,gasolina_90,433.82,297.0,465.32,501.44,147.5,271.48,21.78,59.83
31,gasolina_90_007,gasolina_90,440.31,305.51,463.47,507.62,148.71,278.13,21.92,60.36
32,gasolina_90_007,gasolina_90,453.63,302.49,466.82,504.02,149.53,269.54,21.93,60.22
33,gasolina_90_007,gasolina_90,451.21,308.25,476.18,517.91,145.81,275.54,21.85,60.42
34,gasolina_90_007,gasolina_90,456.98,310.8,482.88,514.67,154.87,284.37,22.15,60.89
35,gasolina_90_007,gasolina_90,452.7,310.18,480.7,524.24,147.83,284.16,22.27,60.35
36,gasolina_90_007,gasolina_90,461.69,310.95,483.71,529.44,154.37,283.73,21.92,58.99
37,gasolina_90_007,gasolina_90,460.59,321.66,485.54,529.64,156.03,281.91,22.04,60.47
38,gasolina_90_007,gasolina_90,466.61,326.42,487.3,535.41,153.4,289.69,22.09,59.63
39,gasolina_90_007,gasolina_90,469.86,314.01,496.86,536.09,156.69,292.15,22.07,60.07
40,gasolina_90_007,gasolina_90,468.95,319.1,501.17,542.27,154.86,290.61,21.82,60.59
41,gasolina_90_007,gasolina_90,475.86,328.61,497.37,539.42,157.02,293.81,21.96,59.56
42,gasolina_90_007,gasolina_90,478.64,326.4,499.5,547.04,160.54,293.58,22.02,60.28
43,gasolina_90_007,gasolina_90,475.4,325.68,497.89,547.87,153.0,298.91,21.93,59.89
44,gasolina_90_007,gasolina_90,477.96,325.99,510.56,539.9,162.13,296.56,21.76,59.46
45,gasolina_90_007,gasolina_90,486.61,325.2,504.68,552.76,159.89,293.81,22.04,59.49
46,gasolina_90_007,gasolina_90,486.51,332.33,511.45,552.29,164.69,297.62,21.76,60.22
47,gasolina_90_007,gasolina_90,490.99,327.14,510.38,554.19,159.75,295.61,22.22,61.16
48,gasolina_90_007,gasolina_90,486.74,328.44,508.32,555.34,163.69,300.86,22.0,59.71
49,gasolina_90_007,gasolina_90,484.21,334.57,517.12,551.45,165.59,301.98,22.28,59.33
50,gasolina_90_007,gasolina_90,484.63,332.46,517.2,562.9,163.35,300.3,21.79,60.62
51,gasolina_90_007,gasolina_90,487.0,338.59,516.07,563.61,163.65,301.33,21.9,59.83
52,gasolina_90_007,gasolina_90,492.27,334.68,516.29,559.59,162.21,296.03,22.09,59.51
53,gasolina_90_007,gasolina_90,488.55,330.08,513.77,557.18,160.18,308.91,21.89,60.09
54,gasolina_90_007,gasolina_90,494.17,336.19,519.92,558.75,166.98,309.06,21.66,59.49
55,gasolina_90_007,gasolina_90,493.02,333.51,522.61,561.17,169.42,307.76,22.04,60.51
56,gasolina_90_007,gasolina_90,498.01,335.28,519.53,564.54,165.78,305.12,21.68,59.6
57,gasolina_90_007,gasolina_90,495.25,337.28,528.72,561.04,164.97,309.65,22.45,59.8
58,gasolina_90_007,gasolina_90,497.68,339.71,524.16,565.74,165.0,298.03,22.14,60.06
59,gasolina_90_007,gasolina_90,496.22,344.61,522.27,565.61,169.9,303.56,21.89,59.93
0,gasolina_90_008,gasolina_90,0.0,3.19,0.76,4.15,1.33,3.3,22.09,60.67
1,gasolina_90_008,gasolina_90,32.54,20.69,35.73,39.72,12.77,14.76,21.74,60.15
2,gasolina_90_008,gasolina_90,60.39,38.77,56.38,76.47,23.46,32.55,21.98,59.6
3,gasolina_90_008,gasolina_90,85.89,57.73,79.83,100.37,30.66,50.56,21.41,61.03
4,gasolina_90_008,gasolina_90,115.68,75.02,104.99,130.95,45.17,73.15,22.03,60.51
5,gasolina_90_008,gasolina_90,136.67,88.21,125.84,163.24,47.18,81.04,21.98,59.96
6,gasolina_90_008,gasolina_90,158.49,104.07,145.64,185.53,59.39,88.7,22.23,60.69
7,gasolina_90_008,gasolina_90,178.19,113.51,166.09,214.03,60.83,105.93,22.31,60.33
8,gasolina_90_008,gasolina_90,195.75,129.68,184.32,236.81,72.28,117.53,22.1,60.97
9,gasolina_90_008,gasolina_90,219.14,146.64,201.72,258.12,80.81,128.15,22.01,60.03
10,gasolina_90_008,gasolina_90,232.18,154.18,219.1,279.34,84.83,138.64,22.24,59.56
11,gasolina_90_008,gasolina_90,254.73,163.82,234.28,299.97,86.61,151.05,22.26,58.89
12,gasolina_90_008,gasolina_90,265.98,171.66,243.97,321.22,92.56,155.19,21.96,61.03
13,gasolina_90_008,gasolina_90,272.89,185.42,264.35,338.56,98.96,163.34,22.42,60.8
14,gasolina_90_008,gasolina_90,293.44,194.95,271.86,348.08,104.9,179.23,22.18,59.46
15,gasolina_90_008,gasolina_90,307.72,206.58,285.44,367.53,104.92,182.08,21.89,59.22
16,gasolina_90_008,gasolina_90,316.02,220.89,288.49,376.66,114.24,189.39,21.98,59.35
17,gasolina_90_008,gasolina_90,326.34,218.31,297.39,393.09,118.99,195.57,22.05,60.54
18,gasolina_90_008,gasolina_90,336.29,230.05,312.38,405.37,120.64,201.98,21.75,60.14
19,gasolina_90_008,gasolina_90,342.45,231.74,319.53,409.39,129.37,210.99,22.38,59.39
20,gasolina_90_008,gasolina_90,353.88,235.69,328.04,420.28,129.83,211.05,22.21,60.3
21,gasolina_90_008,gasolina_90,368.75,240.66,341.52,436.24,126.1,220.16,22.07,59.89
22,gasolina_90_008,gasolina_90,367.0,248.11,351.03,441.93,134.09,219.35,21.84,60.54
23,gasolina_90_008,gasolina_90,372.57,253.87,351.65,450.81,133.76,227.2,22.14,60.37
24,gasolina_90_008,gasolina_90,380.34,258.79,361.37,461.16,132.56,231.07,21.6,60.02
25,gasolina_90_008,gasolina_90,395.25,261.03,361.12,468.25,134.28,231.87,22.12,59.68
26,gasolina_90_008,gasolina_90,394.7,270.07,370.35,473.75,139.98,238.39,21.98,60.23
27,gasolina_90_008,gasolina_90,399.39,271.0,371.22,479.39,140.51,237.23,22.05,60.11
28,gasolina_90_008,gasolina_90,408.35,273.72,380.2,487.28,146.11,241.16,22.03,60.18
29,gasolina_90_008,gasolina_90,410.81,272.0,383.92,497.99,145.4,244.33,22.07,60.16
30,gasolina_90_008,gasolina_90,418.85,277.52,389.82,498.48,147.65,250.22,22.21,60.44
31,gasolina_90_008,gasolina_90,416.03,286.59,391.34,501.94,149.79,251.27,22.24,59.96
32,gasolina_90_008,gasolina_90,420.02,285.61,395.73,510.1,152.78,251.52,22.5,60.13
33,gasolina_90_008,gasolina_90,430.88,288.82,400.22,513.32,155.93,259.45,22.17,59.84
34,gasolina_90_008,gasolina_90,428.77,292.6,404.63,514.24,156.7,262.69,21.82,59.58
35,gasolina_90_008,gasolina_90,433.27,294.7,403.25,522.81,155.92,260.38,21.71,59.34
36,gasolina_90_008,gasolina_90,437.54,289.41,410.66,521.87,165.45,268.99,21.96,59.95
37,gasolina_90_008,gasolina_90,442.49,302.82,405.34,520.34,154.85,265.5,22.1,60.53
38,gasolina_90_008,gasolina_90,438.54,292.54,415.28,526.36,151.6,265.76,22.16,59.94
39,gasolina_90_008,gasolina_90,443.22,300.68,413.89,527.74,156.39,268.37,22.06,60.08
40,gasolina_90_008,gasolina_90,443.91,302.17,410.61,535.08,163.64,263.76,21.88,60.16
41,gasolina_90_008,gasolina_90,452.81,302.83,417.08,531.21,160.43,275.6,22.06,59.99
42,gasolina_90_008,gasolina_90,452.03,305.5,418.6,541.99,161.52,270.74,21.8,60.65
43,gasolina_90_008,gasolina_90,454.94,305.15,425.8,540.28,159.17,269.53,21.65,60.24
44,gasolina_90_008,gasolina_90,449.21,304.32,418.21,543.63,161.69,271.89,21.79,59.41
45,gasolina_90_008,gasolina_90,457.75,307.47,426.92,543.2,163.27,277.77,22.12,59.79
46,gasolina_90_008,gasolina_90,458.67,309.45,427.44,546.72,162.78,275.42,21.8,59.49
47,gasolina_90_008,gasolina_90,455.17,306.34,425.11,549.9,161.11,277.19,22.01,59.02
48,gasolina_90_008,gasolina_90,462.65,314.49,427.04,552.3,161.7,276.75,21.75,59.1
49,gasolina_90_008,gasolina_90,460.8,312.54,430.01,549.0,163.52,278.03,21.99,60.09
50,gasolina_90_008,gasolina_90,461.12,317.23,428.77,555.43,168.69,279.37,21.96,59.74
51,gasolina_90_008,gasolina_90,467.35,310.19,430.42,554.09,169.25,279.73,21.81,59.84
52,gasolina_90_008,gasolina_90,463.43,313.03,437.24,552.41,170.73,281.7,22.22,59.77
53,gasolina_90_008,gasolina_90,465.79,311.52,433.63,559.16,170.14,276.47,21.93,59.92
54,gasolina_90_008,gasolina_90,462.96,318.2,433.87,558.17,165.22,277.97,22.0,59.89
55,gasolina_90_008,gasolina_90,466.87,314.82,437.79,564.73,167.3,283.83,21.72,60.08
56,gasolina_90_008,gasolina_90,465.49,313.11,435.36,564.29,170.01,282.05,21.69,59.9
57,gasolina_90_008,gasolina_90,470.43,318.57,432.73,558.93,167.23,283.37,21.56,59.92
58,gasolina_90_008,gasolina_90,470.64,321.06,440.99,564.18,165.27,276.45,21.92,60.5
59,gasolina_90_008,gasolina_90,475.04,321.08,440.81,564.35,166.23,282.18,22.33,59.53
0,gasolina_90_009,gasolina_90,3.03,0.0,0.0,0.0,0.0,1.64,22.19,59.97
1,gasolina_90_009,gasolina_90,38.34,20.78,34.63,29.51,11.36,16.59,22.19,60.23
2,gasolina_90_009,gasolina_90,59.89,39.43,71.05,71.05,26.18,36.35,22.01,60.19
3,gasolina_90_009,gasolina_90,95.86,52.51,99.2,94.2,35.3,53.16,21.88,58.8
4,gasolina_90_009,gasolina_90,117.7,75.71,131.06,125.92,43.27,60.04,22.1,59.58
5,gasolina_90_009,gasolina_90,150.59,90.08,155.02,149.11,53.14,76.64,22.22,60.09
6,gasolina_90_009,gasolina_90,165.33,108.45,182.47,177.85,60.3,91.06,22.06,59.06
7,gasolina_90_009,gasolina_90,195.53,120.13,205.03,195.26,71.31,102.03,22.07,60.1
8,gasolina_90_009,gasolina_90,211.56,133.21,230.3,216.95,81.98,117.73,22.63,59.44
9,gasolina_90_009,gasolina_90,229.99,134.41,251.17,238.6,90.79,120.81,21.66,59.76
10,gasolina_90_009,gasolina_90,241.32,153.95,262.89,259.18,85.46,131.83,22.33,60.18
11,gasolina_90_009,gasolina_90,261.48,161.92,287.45,278.14,93.83,143.61,21.46,59.69
12,gasolina_90_009,gasolina_90,278.35,173.58,304.6,289.0,100.81,150.88,21.98,59.71
13,gasolina_90_009,gasolina_90,293.1,182.8,319.0,308.38,115.74,153.92,21.63,60.39
14,gasolina_90_009,gasolina_90,306.28,188.21,333.2,322.3,119.13,168.0,22.17,59.29
15,gasolina_90_009,gasolina_90,317.75,188.55,347.15,339.46,120.67,171.85,22.0,59.66
16,gasolina_90_009,gasolina_90,333.87,206.76,357.85,350.12,126.38,177.74,22.14,61.41
17,gasolina_90_009,gasolina_90,344.22,212.56,372.75,361.58,129.15,185.63,21.8,60.1
18,gasolina_90_009,gasolina_90,359.47,219.2,389.34,371.38,133.93,191.55,21.81,60.16
19,gasolina_90_009,gasolina_90,361.98,222.01,397.76,383.33,131.77,199.17,22.11,59.65
20,gasolina_90_009,gasolina_90,369.58,229.14,405.91,392.45,137.68,194.95,21.92,59.85
21,gasolina_90_009,gasolina_90,384.73,232.78,421.68,395.43,145.9,204.94,22.17,60.04
22,gasolina_90_009,gasolina_90,394.33,238.67,422.14,413.9,144.63,210.61,22.25,59.48
23,gasolina_90_009,gasolina_90,400.26,242.7,433.27,417.77,143.27,211.67,22.27,60.44
24,gasolina_90_009,gasolina_90,405.35,249.54,440.48,429.04,149.79,218.5,22.23,59.61
25,gasolina_90_009,gasolina_90,416.83,248.28,453.45,430.78,152.12,215.69,21.91,59.48
26,gasolina_90_009,gasolina_90,416.52,256.26,458.18,439.01,156.06,221.4,21.82,60.9
27,gasolina_90_009,gasolina_90,421.93,265.19,460.87,444.46,160.5,231.61,21.98,59.81
28,gasolina_90_009,gasolina_90,429.39,264.56,470.17,450.14,161.15,235.62,22.08,60.16
29,gasolina_90_009,gasolina_90,430.07,258.76,474.18,455.16,159.63,234.16,21.99,60.56
30,gasolina_90_009,gasolina_90,439.62,267.32,481.15,459.76,164.51,234.54,21.87,60.04
31,gasolina_90_009,gasolina_90,443.84,273.73,482.2,459.55,163.28,240.74,21.94,59.88
32,gasolina_90_009,gasolina_90,450.91,272.7,482.89,468.92,164.67,237.68,21.96,60.25
33,gasolina_90_009,gasolina_90,451.8,278.13,497.18,472.44,168.39,241.14,21.83,59.71
34,gasolina_90_009,gasolina_90,454.02,280.52,502.74,475.13,167.65,244.43,22.08,60.13
35,gasolina_90_009,gasolina_90,462.71,274.25,492.23,479.35,173.46,241.75,21.4,60.29
36,gasolina_90_009,gasolina_90,462.77,280.2,499.89,481.26,171.67,246.27,22.1,58.57
37,gasolina_90_009,gasolina_90,462.44,281.92,505.32,485.67,174.84,244.17,22.01,60.28
38,gasolina_90_009,gasolina_90,473.36,285.56,510.08,484.79,166.3,253.77,22.0,60.59
39,gasolina_90_009,gasolina_90,466.27,290.16,517.55,494.18,175.27,252.66,21.69,60.68
40,gasolina_90_009,gasolina_90,470.99,291.61,509.9,491.94,179.65,252.9,22.29,59.96
41,gasolina_90_009,gasolina_90,469.58,294.17,515.3,499.96,176.26,250.54,22.03,61.1
42,gasolina_90_009,gasolina_90,478.71,292.63,522.61,500.73,177.61,253.04,22.05,60.52
43,gasolina_90_009,gasolina_90,476.72,298.29,521.28,499.52,180.71,256.52,22.15,59.85
44,gasolina_90_009,gasolina_90,480.91,296.65,524.46,498.15,175.04,261.17,21.97,59.74
45,gasolina_90_009,gasolina_90,478.76,293.0,519.42,505.66,177.26,256.42,21.99,60.18
46,gasolina_90_009,gasolina_90,490.74,292.7,530.74,510.59,177.32,260.81,21.91,60.09
47,gasolina_90_009,gasolina_90,490.52,299.99,530.45,507.98,175.77,260.39,22.24,59.24
48,gasolina_90_009,gasolina_90,484.25,299.43,527.52,508.39,179.49,257.69,21.81,60.35
49,gasolina_90_009,gasolina_90,484.83,295.07,530.04,514.36,180.66,261.11,22.01,59.13
50,gasolina_90_009,gasolina_90,491.49,301.78,532.06,516.5,178.33,266.55,22.03,59.83
51,gasolina_90_009,gasolina_90,491.11,301.03,538.22,511.47,179.86,266.91,21.88,60.45
52,gasolina_90_009,gasolina_90,497.37,300.82,537.8,512.39,184.82,264.98,22.09,59.68
53,gasolina_90_009,gasolina_90,488.31,304.16,530.67,515.97,185.76,265.51,22.39,60.51
54,gasolina_90_009,gasolina_90,492.29,303.32,537.76,513.18,180.47,263.77,21.59,60.02
55,gasolina_90_009,gasolina_90,494.4,298.77,540.09,521.01,184.3,264.96,22.12,60.34
56,gasolina_90_009,gasolina_90,496.9,301.83,540.62,523.33,182.14,272.67,21.89,60.02
57,gasolina_90_009,gasolina_90,494.75,305.45,535.42,518.92,180.95,267.21,22.2,60.32
58,gasolina_90_009,gasolina_90,490.38,311.36,542.33,519.0,184.96,267.72,21.87,60.1
59,gasolina_90_009,gasolina_90,496.36,304.44,540.13,517.75,185.19,269.32,22.1,60.41
